Event Month,Event Start,Event End,State,County,NERC Region (N),Alert Criteria (N),Event Type (N),Demand Loss (MW),Number of Customers Affected
January,2021-01-19 09:31:00,2021-01-21 14:36:00,California,Ventura County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,173746
January,2021-01-19 09:31:00,2021-01-21 14:36:00,California,Orange County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,173746
January,2021-01-19 02:48:00,2021-01-20 11:41:00,California,,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,411,124888
January,2021-01-21 00:00:00,2021-02-03 16:55:00,Texas,,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
January,2021-01-21 00:00:00,2021-02-03 16:55:00,Louisiana,,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
January,2021-01-21 00:00:00,2021-02-03 16:55:00,Arkansas,Pulaski County,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
January,2021-01-21 00:00:00,2021-02-03 16:55:00,Mississippi,,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
January,2021-01-23 07:00:00,2021-01-27 13:45:00,Georgia,Laurens County,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Cyber Event,29,Unknown
January,2021-01-23 07:45:00,2021-01-23 08:00:00,California,Placer County,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,45,0
January,2021-01-23 07:45:00,2021-01-23 08:00:00,California,Nevada County,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,45,0
January,2021-01-26 20:49:00,2021-01-28 21:14:00,California,,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,841,255715
January,2021-01-27 12:30:00,2021-01-27 16:18:00,New Hampshire,Hillsborough County,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
January,2021-01-28 10:15:00,2021-01-28 16:46:00,New Hampshire,Hillsborough County,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
February,2021-02-01 23:25:00,2021-02-02 01:12:00,Texas,Kleberg County,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,13,6102
February,2021-02-02 12:34:00,2021-02-02 15:43:00,South Dakota,Hughes County,MRO,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,"Severe Weather,Transmission Interruption",5,4
February,2021-02-02 09:25:00,2021-02-03 11:38:00,South Dakota,Hughes County,MRO,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,"Severe Weather,Transmission Interruption",5,3
February,2021-02-03 14:22:00,2021-02-04 22:32:00,North Dakota,Logan County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,7,1400
February,2021-02-03 14:22:00,2021-02-04 22:32:00,North Dakota,Emmons County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,7,1400
February,2021-02-03 14:22:00,2021-02-04 22:32:00,North Dakota,McIntosh County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,7,1400
February,2021-02-05 09:43:00,2021-02-05 11:19:00,Arkansas,Arkansas County,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
February,2021-02-06 06:50:00,2021-02-06 14:43:00,Ohio,,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
February,2021-02-06 06:50:00,2021-02-06 14:43:00,Kentucky,,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
February,2021-02-07 06:57:00,2021-02-07 07:34:00,Texas,Cameron County,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
February,2021-02-08 07:04:00,2021-02-08 14:10:00,Minnesota,St. Louis County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
February,2021-02-08 18:19:00,2021-02-08 18:29:00,New Hampshire,Hillsborough County,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
February,2021-02-09 13:00:00,2021-02-10 14:21:00,Oregon,Tillamook County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
February,2021-02-09 10:51:00,,North Carolina,,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
February,2021-02-10 15:00:00,2021-02-23 15:00:00,Texas,,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,2000000
February,2021-02-11 08:30:00,2021-02-22 09:00:00,Illinois,Scott County,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,Unknown,Unknown
February,2021-02-11 19:21:00,2021-02-11 21:20:00,Colorado,Morgan County,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
February,2021-02-11 13:00:00,,Kansas,,MRO,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,0,0
February,2021-02-12 21:00:00,2021-02-20 17:15:00,Oregon,Clackamas County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,300187
February,2021-02-12 21:00:00,2021-02-20 17:15:00,Oregon,Marion County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,300187
February,2021-02-12 21:00:00,2021-02-20 17:15:00,Oregon,Polk County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,300187
February,2021-02-12 21:00:00,2021-02-20 17:15:00,Oregon,Multnomah County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,300187
February,2021-02-12 21:00:00,2021-02-20 17:15:00,Oregon,Washington County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,300187
February,2021-02-12 21:00:00,2021-02-20 17:15:00,Oregon,Yamhill County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,300187
February,2021-02-12 15:30:00,2021-02-22 07:30:00,Texas,,TRE,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,Unknown,Unknown
February,2021-02-13 09:56:00,2021-02-13 11:01:00,Washington,Lewis County,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,164,37583
February,2021-02-13 13:30:00,2021-02-20 08:00:00,Texas,,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown
February,2021-02-13 13:30:00,2021-02-19 21:00:00,West Virginia,,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,55097
February,2021-02-13 13:30:00,2021-02-19 21:00:00,Virginia,,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,55097
February,2021-02-13 08:32:00,2021-02-14 15:00:00,South Carolina,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,129000
February,2021-02-13 08:32:00,2021-02-14 15:00:00,North Carolina,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,129000
February,2021-02-14 08:30:00,2021-02-19 18:00:00,Texas,,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,7214,Unknown
February,2021-02-14 08:30:00,2021-02-19 18:00:00,Texas,,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown
February,2021-02-14 05:30:00,2021-02-18 10:00:00,Oklahoma,,MRO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown
February,2021-02-14 20:21:00,2021-02-18 09:30:00,Arkansas,,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,461,125484
February,2021-02-14 20:21:00,2021-02-18 09:30:00,Louisiana,,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,461,125484
February,2021-02-14 20:21:00,2021-02-18 09:30:00,Texas,,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,461,125484
February,2021-02-14 20:21:00,2021-02-18 09:30:00,Oklahoma,,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,461,125484
February,2021-02-14 20:00:00,2021-02-18 09:28:00,North Dakota,,MRO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,3000,Unknown
February,2021-02-14 20:00:00,2021-02-18 09:28:00,South Dakota,,MRO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,3000,Unknown
February,2021-02-14 20:00:00,2021-02-18 09:28:00,Nebraska,,MRO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,3000,Unknown
February,2021-02-14 20:00:00,2021-02-18 09:28:00,Kansas,,MRO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,3000,Unknown
February,2021-02-14 20:00:00,2021-02-18 09:28:00,Oklahoma,,MRO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,3000,Unknown
February,2021-02-14 20:00:00,2021-02-18 09:28:00,Texas,,MRO,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,3000,Unknown
February,2021-02-14 19:05:00,,Missouri,,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown
February,2021-02-14 19:05:00,,Kansas,,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown
February,2021-02-14 20:32:00,,Nebraska,Lancaster County,MRO,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,0,0
February,2021-02-14 18:00:00,2021-02-16 22:00:00,Missouri,Jasper County,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,0,0
February,2021-02-15 01:20:00,2021-02-18 00:42:00,Texas,Hidalgo County,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,Unknown,Unknown
